0.00860326,-0.00209035,0.78099936,-0.00711548,0.07630829,0.01723319,0.99690994,-0.10938977,0.37761071,0.15658146,0.52964085,-0.00322280,-0.09889060,-0.39633253,-0.14255002,-0.01117737,0.39441690,-0.15626694,0.18359493,-0.03037090,0.02318246,-0.07781485,0.07036489,0.21545427,0.23846787,1.51998079,0.00417728,0.00910307,0.02495838,0.00523379,-0.56134516,-0.05598244,1.05771661,-0.00104901,-0.02260896,-0.01363723
0.01250278,-0.00569315,0.78182864,-0.00461179,0.07623083,0.01776225,0.99692131,-0.11539245,0.37831548,0.15413307,0.54345959,0.00026580,-0.09633462,-0.39270529,-0.14309272,-0.01157524,0.39672533,-0.15645047,0.18326505,-0.02962155,0.02794056,-0.08094055,0.06090782,0.22712080,0.23591009,1.50601554,0.00432207,0.00602438,0.02519542,0.00291225,-0.55308926,-0.05590113,1.06227541,-0.00109483,-0.02262875,-0.01277318
0.01571657,-0.00961237,0.78286481,-0.00174367,0.07568971,0.01907772,0.99694738,-0.12772048,0.37938312,0.15034443,0.56718630,0.00582730,-0.09142090,-0.38835546,-0.14454138,-0.01224336,0.39958513,-0.15681872,0.18264163,-0.02761389,0.03252482,-0.08477989,0.04775143,0.24649560,0.23096265,1.48245585,0.00455209,0.00188132,0.02525631,-0.00103834,-0.54030329,-0.05680414,1.07144606,-0.00116840,-0.02258646,-0.01174274
0.01827670,-0.01339165,0.78396142,0.00127488,0.07505950,0.02031171,0.99697135,-0.14524965,0.38011017,0.14675720,0.59801501,0.01218636,-0.08442266,-0.38457736,-0.14677197,-0.01320619,0.40236789,-0.15720180,0.18175933,-0.02528302,0.03635950,-0.08866484,0.03264963,0.27171823,0.22392942,1.45157123,0.00482847,-0.00259139,0.02501848,-0.00587041,-0.52498943,-0.05918827,1.08533823,-0.00126241,-0.02239010,-0.01089835
0.02020348,-0.01682343,0.78509009,0.00444448,0.07473956,0.02087987,0.99697456,-0.16705757,0.38014063,0.14481324,0.63306773,0.01810582,-0.07567002,-0.38232914,-0.14990993,-0.01443114,0.40461954,-0.15746345,0.18067752,-0.02312324,0.03980476,-0.09213357,0.01629830,0.30177265,0.21520445,1.41517437,0.00511900,-0.00704298,0.02450675,-0.01135613,-0.50830919,-0.06324960,1.10386491,-0.00137357,-0.02201018,-0.01041443
0.02134326,-0.01995567,0.78632832,0.00781548,0.07507971,0.02073002,0.99693140,-0.19238752,0.37927607,0.14577648,0.66955197,0.02267246,-0.06558598,-0.38262308,-0.15404283,-0.01601632,0.40604943,-0.15751821,0.17947902,-0.02129701,0.04360665,-0.09487952,-0.00118972,0.33629575,0.20525093,1.37504315,0.00539384,-0.01116167,0.02385198,-0.01768683,-0.49103782,-0.06901290,1.12680340,-0.00149874,-0.02146510,-0.01036375
0.02178875,-0.02322172,0.78737414,0.01189607,0.07642857,0.02038330,0.99679571,-0.22088842,0.37737539,0.15058435,0.70446569,0.02509354,-0.05463839,-0.38600519,-0.15948027,-0.01799112,0.40658349,-0.15728430,0.17820403,-0.01913559,0.04952401,-0.09669694,-0.01949599,0.37511310,0.19452065,1.33275402,0.00562770,-0.01477821,0.02317180,-0.02506738,-0.47349527,-0.07632910,1.15392685,-0.00163438,-0.02074927,-0.01070683
0.02196784,-0.02593909,0.78829992,0.01551855,0.07916997,0.01999879,0.99653968,-0.25144947,0.37573242,0.15886690,0.73526424,0.02482310,-0.04318070,-0.39262268,-0.16506685,-0.02087649,0.40656164,-0.15664996,0.17692302,-0.01663340,0.05502044,-0.09662716,-0.03874105,0.41755214,0.18338026,1.28991365,0.00580212,-0.01774579,0.02249061,-0.03412787,-0.45660213,-0.08516310,1.18485057,-0.00177102,-0.01992522,-0.01150158
0.02124353,-0.02792163,0.78887367,0.01850665,0.08239995,0.01963651,0.99623399,-0.28380260,0.37465626,0.17027727,0.75982827,0.02162394,-0.03172994,-0.40164566,-0.17051227,-0.02470908,0.40669462,-0.15510903,0.17565955,-0.01409833,0.06001623,-0.09572511,-0.05926063,0.46389496,0.17228617,1.24790752,0.00590211,-0.02002305,0.02199612,-0.04484630,-0.44056192,-0.09529906,1.21912718,-0.00190000,-0.01905494,-0.01268203
0.02003095,-0.02936629,0.78935575,0.02077579,0.08604844,0.01946551,0.99588409,-0.31768855,0.37449622,0.18445545,0.77720797,0.01653352,-0.02055742,-0.41272411,-0.17569785,-0.02953537,0.40728855,-0.15323378,0.17446238,-0.01130038,0.06515422,-0.09313970,-0.08090264,0.51347697,0.16149719,1.20805836,0.00592242,-0.02153784,0.02171398,-0.05679710,-0.42569372,-0.10655199,1.25646532,-0.00200879,-0.01807585,-0.01421362
