0.01231788,0.02563896,0.73378670,-0.10820269,0.15127904,0.02509958,0.98223054,-0.06764518,0.19383284,0.15289001,1.07637656,0.24036294,0.12482361,-0.85083437,0.29550144,-0.21861011,0.76243865,-0.48398224,0.06192246,-0.08713836,0.07625400,0.30916917,-0.50954378,0.67951399,-0.06585871,0.13602255,0.01770989,-0.05170183,0.02982773,0.87944931,-0.57807261,0.34991542,0.53450072,-0.04716052,0.01608720,-0.02525691
0.04137877,0.03028509,0.73119444,-0.10653038,0.15514433,0.01652414,0.98199209,-0.08581299,0.19140549,0.15904509,1.12648582,0.23780407,0.13020878,-0.82918489,0.29803070,-0.21412376,0.78073835,-0.49024925,0.05979612,-0.09152019,0.07762683,0.32567787,-0.48307827,0.66062361,-0.07344496,0.15305805,0.01738302,-0.04982302,0.02653460,0.86798471,-0.55935931,0.35809037,0.53836900,-0.04743485,0.01771463,-0.02328509
0.06827356,0.03597141,0.72896451,-0.10354913,0.15453470,0.00903970,0.98250440,-0.12049452,0.19164564,0.16459109,1.20790315,0.22732328,0.14132242,-0.79898208,0.29711789,-0.20515642,0.80626374,-0.50260222,0.05577771,-0.09006546,0.08019532,0.34347633,-0.43906721,0.63015467,-0.08254570,0.18317717,0.01666894,-0.04765814,0.02197366,0.84091365,-0.52994120,0.36970043,0.54333568,-0.04801299,0.01979585,-0.02104556
0.09346652,0.04177134,0.72662354,-0.09902252,0.15118829,0.00417882,0.98352386,-0.17096643,0.19672076,0.16529809,1.30883527,0.20932364,0.15787944,-0.76323742,0.29164308,-0.19247130,0.83372849,-0.52011931,0.05040940,-0.08326808,0.08298256,0.36140710,-0.38360214,0.59151775,-0.09111287,0.22471666,0.01560456,-0.04533016,0.01686666,0.79937625,-0.49440473,0.38272476,0.54807144,-0.04885622,0.02189811,-0.01905960
0.11800056,0.04725068,0.72427160,-0.09328061,0.14669214,0.00199723,0.98477213,-0.23788728,0.20551015,0.16117658,1.42100513,0.18599381,0.17853689,-0.72342032,0.28228557,-0.17722477,0.85982752,-0.54166430,0.04443179,-0.07323957,0.08483618,0.38126394,-0.31972933,0.54703808,-0.09901889,0.27670476,0.01427901,-0.04237471,0.01132825,0.74511665,-0.45605794,0.39585879,0.55095619,-0.04990017,0.02348959,-0.01749355
0.14295885,0.05253972,0.72146726,-0.08648991,0.14279785,0.00233388,0.98596289,-0.32185650,0.21720190,0.15288980,1.53702736,0.15993093,0.20182502,-0.67956477,0.26941654,-0.15995707,0.88235623,-0.56549144,0.03848741,-0.06056616,0.08429549,0.40483251,-0.24916747,0.49943116,-0.10576098,0.33828750,0.01277625,-0.03808497,0.00566114,0.68013042,-0.41848606,0.40773112,0.55042189,-0.05107293,0.02408546,-0.01649712
0.16942948,0.05958973,0.71995896,-0.07786339,0.13680504,0.00348502,0.98752698,-0.42343664,0.23247975,0.14049000,1.65322781,0.13466467,0.22646931,-0.62782675,0.25154230,-0.14017236,0.90096617,-0.58925045,0.03304778,-0.04560358,0.08011023,0.42701676,-0.17278038,0.45098701,-0.11151414,0.40697065,0.01119976,-0.03250160,0.00000000,0.60487181,-0.38514099,0.41629934,0.54407108,-0.05230997,0.02275437,-0.01651396
0.19636400,0.06564043,0.71837127,-0.06910867,0.13247917,0.00684601,0.98874991,-0.53462207,0.24181870,0.12822844,1.74680173,0.10402519,0.24847089,-0.57367861,0.23230851,-0.12171350,0.91204536,-0.61141056,0.02886599,-0.02791758,0.07513081,0.44738758,-0.09274005,0.40574926,-0.11544501,0.47901401,0.00962627,-0.02626036,-0.00675872,0.51790982,-0.35783276,0.42022151,0.52772993,-0.05355199,0.01754331,-0.01777392
0.22366723,0.07101298,0.71616960,-0.06150793,0.12813496,0.01370883,0.98975263,-0.64559877,0.24120843,0.11874313,1.80544925,0.06653268,0.26552981,-0.51610845,0.21310681,-0.10624872,0.91510415,-0.63023430,0.02644117,-0.00564692,0.07057410,0.45652509,-0.00982702,0.36678728,-0.11702625,0.55033791,0.00812214,-0.02024495,-0.01274386,0.41428864,-0.33806151,0.41708633,0.49578455,-0.05476039,0.00569784,-0.02103102
0.24962269,0.07696278,0.71497715,-0.05272012,0.12483015,0.01927131,0.99058904,-0.75683838,0.23669529,0.11085046,1.83190787,0.03232391,0.27915931,-0.45729408,0.19001316,-0.09187793,0.90907419,-0.64425063,0.02579876,0.01475961,0.06804415,0.46957284,0.07578676,0.33781597,-0.11507572,0.61751747,0.00672730,-0.01510100,-0.01738155,0.32240847,-0.33180717,0.41226810,0.47128168,-0.05571935,-0.00133171,-0.02371209
