-0.01262974,0.00065862,0.75519037,-0.05371852,-0.05015397,0.98233852,0.17207536,-0.33313453,0.16957475,0.09179505,1.09638774,-0.49986809,-0.54075378,-0.45248953,0.15629384,0.26776153,0.92524230,-0.43542093,0.10796440,-0.32302558,-0.09399142,-0.02952491,0.13201196,1.16730285,-0.25623137,-0.29258326,0.07170407,0.12258250,-0.03222997,0.15802585,-1.29857886,-0.11932786,0.96034336,-0.00565807,-0.00728178,-0.02125884
-0.00582976,0.00258149,0.75105232,-0.08009957,-0.04245848,0.98466389,0.14905824,-0.34985903,0.19040696,0.11766044,0.97618544,-0.52545339,-0.54532236,-0.53381765,0.16088913,0.25699314,0.94217271,-0.44488412,0.11454706,-0.36331785,-0.06012606,-0.06227453,0.05984685,1.25097537,-0.19414319,-0.31594890,0.06768498,0.10425305,-0.01439948,-0.01362397,-1.45399415,-0.12760979,0.88002998,-0.00446568,-0.01793478,-0.03270388
-0.00006685,0.00425300,0.74672157,-0.10022565,-0.03663099,0.98628092,0.12594813,-0.38409635,0.19678740,0.13169222,0.91500628,-0.54913896,-0.55278134,-0.61178279,0.16755466,0.25969425,0.97141892,-0.45596367,0.12222978,-0.38384885,-0.02445520,-0.07767456,0.02436388,1.30708265,-0.15616895,-0.32022831,0.06282932,0.09460744,-0.00500157,-0.15903889,-1.55776608,-0.11750620,0.81336886,-0.00311506,-0.01861255,-0.03347274
0.00600697,0.00681390,0.74205577,-0.11768189,-0.03113073,0.98722999,0.10275602,-0.43101126,0.19538718,0.13258247,0.89051253,-0.57088220,-0.56184614,-0.68671656,0.17935151,0.26919794,1.00523508,-0.46824470,0.12986520,-0.39245903,0.00600534,-0.08422643,0.00689340,1.34226656,-0.13070710,-0.31243131,0.05790764,0.08912980,0.00000000,-0.28918847,-1.63479161,-0.10020362,0.75297159,-0.00161060,-0.01400328,-0.02958114
0.01221516,0.01010011,0.73659855,-0.13381642,-0.02602256,0.98749564,0.07917288,-0.48744300,0.18861096,0.12136776,0.89010376,-0.59054530,-0.57205927,-0.75913465,0.19478400,0.28327575,1.03907442,-0.48139909,0.13626932,-0.39435849,0.03033064,-0.08510269,-0.00053981,1.36026835,-0.11259793,-0.29488873,0.05327632,0.08545341,0.00469045,-0.40872541,-1.69525373,-0.08208637,0.69431770,0.00000000,-0.00745337,-0.02425289
0.01829832,0.01425120,0.73004413,-0.14913138,-0.02152586,0.98705590,0.05492834,-0.55098748,0.17707492,0.10051201,0.90640467,-0.60804749,-0.58344579,-0.82886738,0.21284048,0.30038288,1.07047498,-0.49514031,0.14046271,-0.39397705,0.04937142,-0.08130020,-0.00103315,1.36307621,-0.09977867,-0.26797995,0.04907844,0.08221676,0.00773426,-0.51890236,-1.74285185,-0.06707854,0.63487005,0.00000000,-0.00136187,-0.01941080
0.02434410,0.01876836,0.72324598,-0.16352705,-0.01769167,0.98593720,0.02955912,-0.61951029,0.16087967,0.07287518,0.93476623,-0.62249410,-0.59610432,-0.89425731,0.23252702,0.31820944,1.09885848,-0.50914371,0.14159444,-0.39389870,0.06404971,-0.07362965,0.00498329,1.35182047,-0.09172681,-0.23107445,0.04533307,0.07875787,0.00947938,-0.61936152,-1.77851748,-0.05777361,0.57345736,0.00000000,0.00257365,-0.01630119
0.02983403,0.02448519,0.71455711,-0.17716946,-0.01440519,0.98407000,0.00311474,-0.69068283,0.14028007,0.04107444,0.97242463,-0.63186073,-0.61001486,-0.95346951,0.25150248,0.33435810,1.12494528,-0.52317005,0.13882653,-0.39497137,0.07584720,-0.06148130,0.01804977,1.32687187,-0.08857787,-0.18341711,0.04199160,0.07478257,0.00990131,-0.70808202,-1.80089593,-0.05501764,0.50994349,0.00000000,0.00319140,-0.01539123
0.03491700,0.03102292,0.70520723,0.18999750,0.01160622,-0.98141895,0.02414731,-0.76237595,0.11579333,0.00719639,1.01634216,-0.63541919,-0.62503529,-1.00405526,0.26681641,0.34561691,1.15071201,-0.53688997,0.13147140,-0.39715824,0.08361448,-0.04560004,0.03947226,1.28770792,-0.09076167,-0.12395070,0.03896741,0.07052628,0.00873403,-0.78230393,-1.80835378,-0.05861358,0.44525823,-0.00157020,-0.00004073,-0.01671384
0.03976505,0.03789410,0.69672668,0.20207042,0.00907874,-0.97794842,0.05198084,-0.83383459,0.08834536,-0.02695250,1.05944192,-0.63522786,-0.64057338,-1.04396331,0.27518564,0.34972081,1.17865670,-0.55014235,0.11916339,-0.39933771,0.08625367,-0.02628556,0.07011409,1.23426855,-0.09805851,-0.05151532,0.03617835,0.06668907,0.00585349,-0.83914012,-1.79977894,-0.06758054,0.38134310,-0.00326477,-0.00688941,-0.02000798
0.04360775,0.04593207,0.68538785,0.21352148,0.00704449,-0.97366650,0.07957704,-0.90096837,0.05858265,-0.05940023,1.09662557,-0.62895674,-0.65569842,-1.07462871,0.27436808,0.34665516,1.21032691,-0.56350535,0.10189285,-0.40024620,0.08568390,-0.00276775,0.11017437,1.16728151,-0.10992465,0.03434484,0.03354421,0.06401505,0.00132275,-0.87571925,-1.77443898,-0.08013158,0.32154557,-0.00524271,-0.01619805,-0.02474646
0.04679939,0.05472223,0.67729759,0.22308467,0.00362557,-0.96876720,0.10821363,-0.96058923,0.02731408,-0.08807679,1.12540817,-0.61723793,-0.67010134,-1.09951365,0.26380551,0.33652729,1.24573636,-0.57611221,0.08105644,-0.39760506,0.08384656,0.02339303,0.15902536,1.08973348,-0.12480673,0.13298836,0.03100902,0.06309247,-0.00448616,-0.88951433,-1.73208654,-0.09390667,0.27014434,-0.00768920,-0.02587337,-0.03024135
0.04959736,0.06420526,0.67034769,0.22945661,-0.00018680,-0.96348138,0.13803358,-1.00929546,-0.00362056,-0.11187405,1.14314818,-0.59753245,-0.68290049,-1.12459350,0.24561329,0.32068512,1.28408575,-0.58704025,0.05788630,-0.39155671,0.08166090,0.05041911,0.21525201,1.00566804,-0.14151639,0.24205838,0.02850550,0.06398533,-0.01184834,-0.87862903,-1.67365599,-0.10626049,0.23270628,-0.01081230,-0.03269267,-0.03571410
0.05150366,0.07450518,0.66526669,0.23299930,-0.00348121,-0.95760196,0.16940392,-1.04856551,-0.03199845,-0.13023755,1.14787781,-0.57003909,-0.69360447,-1.15167987,0.21964672,0.30193105,1.32078433,-0.59788084,0.03272890,-0.37970793,0.07960405,0.07954779,0.27817091,0.92067891,-0.15820104,0.35932684,0.02599634,0.06713124,-0.02072005,-0.84224612,-1.60095787,-0.11469852,0.21536574,-0.01482473,-0.03260214,-0.04043144
